CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
15738828,Milano,730,Germany,Male,45.0,6,162478.11,152880.97,1,No,No,0
15778025,Dellucci,685,Germany,Male,43.0,9,194808.51,108589.47,2,Yes,Yes,0
15799479,Coles,809,Spain,Male,33.0,9,124045.65,0.0,1,Yes,Yes,0
15684269,Gray,707,Spain,Female,35.0,3,17987.4,56674.48,1,No,No,1
15762745,Macvitie,648,Spain,Male,32.0,8,133653.38,0.0,1,No,No,0
15746970,Townsend,760,Spain,Female,57.0,1,25101.17,0.0,2,Yes,Yes,0
15725024,Pope,805,Germany,Female,33.0,3,33330.89,105663.56,2,Yes,Yes,0
15592116,Jensen,585,France,Female,39.0,7,2401.26,0.0,2,No,No,0
15624391,Thomson,595,Spain,Female,30.0,5,178361.04,100683.54,1,Yes,Yes,0
15567422,Chiazagomekpele,630,France,Male,42.0,6,162697.93,0.0,2,No,No,0
15612627,Ozuluonye,627,Germany,Male,29.0,5,80607.33,139541.58,2,No,No,0
15574879,Wright,631,Germany,Female,37.0,2,23146.62,121801.72,2,Yes,Yes,0
15745107,Lung,776,Germany,Male,38.0,5,89893.6,112281.7,1,Yes,Yes,0
15734491,Lombardo,676,Spain,Female,36.0,4,3173.31,0.0,2,Yes,Yes,0
15675320,Leonard,758,Spain,Female,40.0,5,123218.81,93499.82,2,No,No,0
15643824,Johnston,637,France,Male,33.0,0,74588.41,132255.99,2,Yes,Yes,0
15643438,P'eng,850,France,Male,20.0,7,31288.77,0.0,2,No,No,0
15721730,Amechi,601,Spain,Female,44.0,4,58561.31,0.0,2,No,No,0
15680727,Fang,735,France,Male,49.0,5,148804.36,121973.28,1,No,No,0
15752508,Docherty,614,Germany,Male,32.0,7,51117.06,99462.8,2,Yes,Yes,0
15808846,Horton,672,Germany,Female,21.0,3,164537.17,165878.76,2,Yes,Yes,0
15727251,Vincent,642,France,Male,30.0,8,61977.82,117494.27,1,No,No,0
15663489,Onio,633,Germany,Female,29.0,0,193362.99,138577.34,1,No,No,0
15683677,Schiavone,769,Spain,Male,39.0,9,47722.79,0.0,1,Yes,Yes,0
15596414,Chandler,796,Spain,Male,41.0,8,18510.41,107525.07,1,No,No,0
15730639,Fiorentino,715,France,Male,23.0,7,65057.71,139224.92,2,No,No,0
15672132,Butusov,695,France,Female,42.0,7,46374.64,121453.63,1,No,No,0
15742638,Wang,747,France,Female,25.0,4,42039.67,0.0,2,Yes,Yes,0
15578603,Alexeieva,584,Germany,Female,54.0,1,138192.98,77354.37,1,No,No,1
15726088,Vinogradova,476,France,Male,40.0,6,22735.45,0.0,1,Yes,Yes,0
15682533,Hughes,850,France,Female,39.0,7,186910.74,79259.99,1,Yes,Yes,0
15772995,Ts'ao,529,France,Male,30.0,2,75285.47,116295.29,1,No,No,0
15765694,Bage,584,Spain,Female,59.0,1,130260.11,0.0,1,Yes,Yes,1
15659486,Yudina,586,Germany,Male,34.0,9,15034.93,74309.81,1,No,No,0
15568963,Naquin,674,Germany,Male,34.0,2,175709.4,152797.9,1,No,No,1
15703820,Endrizzi,552,France,Male,42.0,9,101069.71,133701.07,2,No,No,1
15569410,Tang,601,Germany,Female,33.0,7,153012.13,114430.18,2,Yes,Yes,0
15632256,Schroeder,541,France,Male,29.0,7,86173.92,127504.57,1,No,No,0
15724466,Swearingen,744,Germany,Female,41.0,2,197548.63,84113.41,1,No,No,0
15777639,McGregor,595,Spain,Female,23.0,10,37042.8,101126.66,2,No,No,0
15802501,Onyeorulu,724,Germany,Male,33.0,5,121085.72,103564.83,2,No,No,0
15778410,Clarke,533,Spain,Female,52.0,7,194113.99,0.0,1,Yes,Yes,1
15670702,Smith,618,France,Male,37.0,2,101273.23,168178.21,2,Yes,Yes,0
15704763,Kozlova,523,Germany,Female,39.0,1,118711.75,143903.11,1,Yes,Yes,1
15645544,Nekrasov,642,Germany,Female,30.0,5,582.53,129753.69,1,No,No,0
15757646,Olague,584,France,Male,35.0,9,192381.21,0.0,2,No,No,0
15701121,Holt,521,France,Male,38.0,5,136507.69,110641.18,1,Yes,Yes,1
15796313,Olsen,662,France,Female,36.0,4,138871.12,166909.2,2,No,No,1
15815660,Mazzi,758,France,Female,34.0,1,60728.89,154139.45,1,Yes,Yes,0
15602844,Niu,717,France,Male,38.0,7,189175.71,97459.06,1,No,No,0
15636238,Graham,611,France,Male,40.0,1,102547.56,0.0,2,Yes,Yes,0
15770101,Millar,766,Germany,Male,43.0,6,36706.56,112088.04,2,Yes,Yes,0
15645543,Bell,636,France,Female,34.0,3,44756.25,0.0,2,Yes,Yes,0
15596397,Kelly,814,France,Female,48.0,7,132870.15,0.0,2,Yes,Yes,0
15770525,T'an,760,Spain,Male,28.0,1,16287.38,141038.57,2,No,No,0
15684267,Davila,607,Germany,Male,39.0,2,121945.42,84468.67,2,Yes,Yes,0
15689980,Willis,725,Spain,Female,36.0,4,131173.9,118520.26,1,No,No,1
15633260,Dumetochukwu,600,France,Male,37.0,1,88669.89,142663.46,1,Yes,Yes,0
15756471,Giles,656,Germany,Male,27.0,4,160835.3,118627.16,2,Yes,Yes,0
15721303,O'Meara,640,Spain,Male,34.0,1,24761.36,137523.02,1,No,No,0
15802256,Yao,439,France,Male,28.0,7,138526.96,110976.23,2,No,No,0
15725664,Wallace,549,France,Female,38.0,8,157442.75,107283.4,1,No,No,0
15674851,T'ien,622,France,Male,38.0,5,105295.77,0.0,2,No,No,0
15701946,Ndubueze,715,France,Male,34.0,4,97782.92,124314.45,1,No,No,0
15748947,Chukwuraenye,657,France,Female,41.0,5,68255.88,95858.37,1,Yes,Yes,0
15673342,K'ung,703,France,Male,36.0,2,108790.95,0.0,2,No,No,0
15601008,Stevenson,802,France,Male,33.0,8,143706.18,0.0,2,No,No,0
15771636,Marshall,793,Spain,Female,36.0,0,148993.47,0.0,1,No,No,0
15642002,Hayward,554,France,Female,35.0,6,95277.15,117707.18,2,No,No,1
15693381,Tipton,533,Spain,Male,38.0,1,152956.33,135289.33,2,Yes,Yes,0
15607691,Gibson,658,France,Male,36.0,8,94925.62,174060.46,1,Yes,Yes,0
15589380,Fraser,713,Germany,Male,40.0,3,87308.18,114446.84,2,Yes,Yes,0
15603846,Fang,711,Spain,Male,37.0,2,83978.86,0.0,2,No,No,1
15753549,Dubinina,669,France,Male,25.0,1,37543.93,157848.53,1,No,No,1
15725355,Morey,439,France,Female,43.0,8,104889.3,0.0,1,Yes,Yes,0
15773017,Todd,763,Spain,Female,37.0,6,149705.25,0.0,2,Yes,Yes,0
15625641,Forbes,697,Germany,Female,74.0,3,16445.79,108071.36,2,Yes,Yes,0
15776467,De Salis,702,Spain,Female,35.0,8,54689.16,14262.8,2,No,No,0
15746451,Barry,686,Spain,Male,41.0,7,194913.86,102749.72,1,Yes,Yes,0
15777922,Afamefuna,629,Spain,Male,36.0,1,146371.72,161757.87,2,Yes,Yes,0
15606841,Ibbott,823,France,Male,38.0,1,156603.7,0.0,2,No,No,0
15757648,Marshall,683,Germany,Female,35.0,5,182566.76,95698.79,1,Yes,Yes,0
15677173,Law,555,France,Male,37.0,9,60194.05,124969.13,1,No,No,0
15764170,Pinto,647,Germany,Male,44.0,4,36579.53,93960.35,1,No,No,1
15610446,Chinedum,714,France,Female,51.0,4,5862.53,88308.87,3,No,No,1
15612776,McKay,850,Spain,Female,39.0,10,143030.09,0.0,2,Yes,Yes,0
15794122,Otutodilinna,713,France,Female,59.0,3,62700.08,0.0,2,Yes,Yes,0
15774931,She,452,France,Male,30.0,7,99017.34,112935.87,1,Yes,Yes,0
15779247,Pai,683,Spain,Female,24.0,8,187987.01,98567.1,1,No,No,0
15707078,Kruglov,577,France,Female,26.0,1,123454.62,180530.51,1,No,No,0
15605263,Chin,552,France,Male,33.0,5,10921.5,140931.57,1,Yes,Yes,0
15607381,King,769,Germany,Female,31.0,7,53817.23,148913.72,2,No,No,0
15683471,Hansen,691,France,Male,38.0,7,81617.4,0.0,2,No,No,0
15605037,Ting,818,France,Female,49.0,2,192298.84,0.0,1,Yes,Yes,1
15576085,Stone,739,France,Male,41.0,5,143882.25,0.0,2,No,No,0
15770435,McLean,639,France,Female,50.0,6,53130.41,115335.32,2,Yes,Yes,0
15592994,Zikoranachidimma,651,France,Female,65.0,0,190454.04,0.0,2,Yes,Yes,0
15624068,Fu,779,France,Female,26.0,0,111906.0,0.0,2,Yes,Yes,0
15595221,Trevisano,850,Germany,Female,33.0,7,113177.95,134678.13,1,No,No,0
15637131,Fallaci,829,France,Male,38.0,9,30529.88,0.0,2,No,No,0
15613471,Wiley,579,Germany,Male,31.0,2,18800.13,90547.48,2,Yes,Yes,0
15583499,Chiagoziem,510,France,Male,32.0,9,46127.7,103324.78,1,Yes,Yes,0
15752816,Murray,531,France,Male,29.0,3,75585.48,114590.58,1,No,No,0
15804075,Chuang,628,Germany,Female,36.0,3,63085.94,91286.51,1,No,No,0
15800517,Huang,633,Spain,Male,32.0,5,74415.2,163340.12,2,Yes,Yes,0
15712319,Chukwukere,714,Spain,Male,45.0,8,139889.15,150900.29,2,Yes,Yes,0
15797389,Hsia,604,Spain,Male,23.0,9,7267.25,124577.33,1,Yes,Yes,0
15621432,Lee,630,Spain,Male,35.0,1,186826.22,0.0,2,No,No,0
15779390,Theus,850,Spain,Female,31.0,4,162149.07,91292.7,1,Yes,Yes,0
15711219,Jennings,788,Germany,Female,57.0,8,180150.49,93716.72,1,Yes,Yes,1
15770498,Parker,798,France,Female,37.0,4,83478.12,111723.08,1,Yes,Yes,0
15678727,Tan,770,Germany,Male,45.0,4,26163.74,110765.68,1,No,No,1
15573893,Barry,569,Germany,Male,25.0,9,44381.06,173459.45,2,Yes,Yes,0
15740104,Tuan,425,Spain,Female,22.0,7,136365.0,169649.73,2,Yes,Yes,1
15792649,Patterson,547,Spain,Female,31.0,9,99294.22,0.0,2,No,No,0
15605275,Ofodile,725,Germany,Male,45.0,8,173464.43,116917.07,1,No,No,1
15572467,Chandler,506,France,Male,37.0,5,127543.81,0.0,2,Yes,Yes,0
15738219,Nash,632,France,Female,36.0,7,52526.65,0.0,2,Yes,Yes,0
15600710,Atkinson,620,France,Male,22.0,0,32589.45,0.0,1,No,No,0
15804394,Brenan,663,Germany,Male,32.0,8,47161.25,130627.66,1,No,No,1
15694188,Obidimkpa,700,Spain,Female,46.0,5,45424.13,56580.95,2,Yes,Yes,0
15583718,Terry,696,Germany,Male,38.0,6,8018.49,142316.14,1,Yes,Yes,0
15802478,Spring,767,Spain,Male,31.0,6,195668.0,0.0,2,Yes,Yes,0
15619343,Mahmood,561,France,Male,56.0,7,133167.11,152759.0,2,No,No,1
15758813,Campbell,350,Germany,Male,39.0,0,123602.11,109733.2,2,No,No,1
15761374,Bellucci,706,France,Male,54.0,9,186238.85,117444.51,1,Yes,Yes,0
15569209,Amaechi,464,Spain,Female,34.0,5,158668.87,76001.57,1,Yes,Yes,0
15788539,Foxall,501,France,Female,34.0,3,9249.36,107747.57,1,No,No,0
15747222,Bentley,745,Spain,Female,35.0,8,116581.1,0.0,2,Yes,Yes,0
15769346,Baird,587,France,Female,36.0,1,44688.08,134997.49,2,No,No,0
15699634,Howard,667,France,Female,48.0,2,148608.39,0.0,2,Yes,Yes,0
15589076,Henry,737,France,Male,36.0,9,188670.9,0.0,1,Yes,Yes,1
15812338,Sopuluchukwu,485,Spain,Female,30.0,7,107067.37,0.0,1,No,No,0
15758845,Rocher,590,Spain,Female,37.0,0,61759.33,64345.21,1,Yes,Yes,1
15685844,White,518,Germany,Female,35.0,8,192776.64,141665.63,1,Yes,Yes,0
15583090,Komar,581,Spain,Female,29.0,8,46735.19,0.0,2,No,No,0
15587581,Russo,785,Germany,Female,33.0,5,169117.74,136624.6,2,Yes,Yes,0
15633640,Loewenthal,799,France,Female,52.0,4,89081.41,161209.66,1,Yes,Yes,0
15573741,Aliyeva,698,Spain,Male,38.0,10,105227.86,95010.92,1,Yes,Yes,0
15633574,Montes,730,France,Female,41.0,4,128246.81,167545.32,1,No,No,0
15711455,Kuo,740,Germany,Female,36.0,4,94554.74,109044.6,1,No,No,1
15570601,Cheng,785,France,Female,47.0,9,33823.5,122031.55,1,Yes,Yes,1
15690925,McIntosh,527,Spain,Female,29.0,2,97468.44,27755.97,1,No,No,1
15709338,T'ao,544,France,Female,29.0,1,164137.36,118560.55,1,Yes,Yes,0
15780746,Tyndall,705,France,Male,61.0,4,191313.7,0.0,2,Yes,Yes,0
15681956,Bailey,684,France,Male,34.0,9,65257.57,0.0,2,Yes,Yes,0
15778190,Onyekaozulu,639,Spain,Female,28.0,8,178222.77,97840.72,1,Yes,Yes,0
15786852,Nwachukwu,565,Germany,Female,38.0,2,179445.28,158651.29,2,Yes,Yes,0
15726494,Romani,481,France,Male,44.0,9,65500.53,175303.06,1,No,No,1
15641183,Chin,731,Spain,Male,25.0,8,97877.92,96950.21,1,No,No,0
15805312,Bellucci,607,France,Male,45.0,7,113051.57,123859.6,1,Yes,Yes,0
15636572,Christmas,760,France,Female,32.0,7,105969.05,0.0,2,Yes,Yes,0
15632575,Moore,559,France,Female,70.0,9,122996.76,0.0,1,Yes,Yes,0
15740164,Genovesi,715,France,Female,33.0,3,68087.15,85227.84,1,Yes,Yes,0
15574947,Cartwright,656,France,Male,36.0,8,21478.36,97786.08,2,Yes,Yes,0
15597909,Johnstone,652,Germany,Male,33.0,7,158437.73,128135.99,1,No,No,0
15782574,Warner,624,Spain,Male,33.0,6,76551.7,0.0,2,No,No,0
15734999,Stephenson,634,Spain,Male,36.0,2,15887.68,85996.19,1,No,No,0
15706593,Ellis,850,Spain,Female,50.0,10,33741.84,0.0,2,Yes,Yes,0
15766686,Nebechi,659,Germany,Female,39.0,1,20652.69,104502.11,1,No,No,0
15590268,Chu,529,Spain,Male,35.0,5,112781.5,95772.97,1,Yes,Yes,0
15763055,Onuchukwu,572,Spain,Male,31.0,5,119996.95,98108.79,1,Yes,Yes,0
15664754,Steele,640,Germany,Male,39.0,9,6981.43,131607.28,4,Yes,Yes,1
15643630,Quaife,770,Spain,Male,55.0,9,185211.28,63127.41,2,No,No,1
15641043,Scott,648,Spain,Male,35.0,7,78436.36,0.0,2,Yes,Yes,0
15768095,Yeh,579,France,Male,31.0,9,139048.0,0.0,1,Yes,Yes,0
15811314,Y?,589,Germany,Female,36.0,9,136329.96,140355.56,2,No,No,0
15669922,Conti,530,Spain,Female,36.0,2,14721.8,0.0,2,Yes,Yes,0
15707114,Holder,831,France,Male,30.0,2,3430.38,0.0,2,Yes,Yes,0
15670602,Burgess,790,Germany,Male,24.0,7,160450.21,107418.27,1,Yes,Yes,0
15713479,Ozuluonye,656,France,Male,35.0,6,1485.27,0.0,2,No,No,0
15663830,De Luca,563,Spain,Male,32.0,6,19720.08,0.0,2,Yes,Yes,0
15566958,Li Fonti,667,Spain,Male,39.0,7,41183.02,167557.12,1,Yes,Yes,0
15680918,Freeman,613,Spain,Male,34.0,8,139410.08,117300.02,1,No,No,0
15663921,Pisani,429,France,Male,60.0,7,163691.48,0.0,2,Yes,Yes,0
15716324,Ignatieff,665,France,Female,23.0,9,115147.33,143672.9,1,Yes,Yes,0
15796969,Lahti,731,France,Male,33.0,4,74945.11,0.0,2,Yes,Yes,0
15574783,Perkins,584,France,Female,37.0,1,180363.56,0.0,2,Yes,Yes,0
15773487,Conway,634,Germany,Female,31.0,8,196021.73,76798.92,1,No,No,0
15802486,Hayes,488,France,Male,34.0,3,125979.36,0.0,2,Yes,Yes,0
15783398,Rizzo,535,Spain,Female,49.0,7,111421.77,115309.75,1,No,No,0
15649418,Krylov,776,France,Female,29.0,7,115818.51,178171.04,2,Yes,Yes,0
15604588,Li Fonti,850,Spain,Female,38.0,3,179360.76,0.0,2,Yes,Yes,0
15735428,Talbot,673,Spain,Female,37.0,0,82351.06,0.0,2,No,No,0
15629078,Matthias,850,Germany,Female,45.0,5,192744.23,127258.79,1,Yes,Yes,1
15806880,Boyle,627,Spain,Female,30.0,6,113408.47,0.0,1,Yes,Yes,0
15754999,Ch'eng,570,France,Female,33.0,8,124641.42,0.0,1,Yes,Yes,0
15781034,Mason,796,Spain,Male,67.0,5,54871.02,0.0,2,Yes,Yes,0
15622017,Bruno,773,Spain,Female,33.0,10,98820.09,0.0,1,Yes,Yes,0
15705885,Smeaton,752,Spain,Male,36.0,2,45570.84,0.0,2,Yes,Yes,0
15677382,Miller,625,Spain,Female,69.0,1,182336.45,107569.96,1,Yes,Yes,0
15566843,Gotch,535,Germany,Male,20.0,9,118825.56,134874.4,1,Yes,Yes,0
15608387,Fu,786,France,Female,29.0,4,103372.79,0.0,2,No,No,0
15810786,O'Toole,620,France,Female,67.0,3,43486.73,0.0,2,Yes,Yes,0
15626983,Ledford,605,Spain,Female,48.0,6,40062.99,0.0,2,Yes,Yes,0
15773605,Iadanza,670,Spain,Female,32.0,3,46175.7,0.0,2,No,No,0
15811261,Alaniz,617,Spain,Male,42.0,0,120830.73,70105.87,1,Yes,Yes,0
15590606,Saunders,595,France,Male,41.0,9,5967.09,0.0,2,No,No,0
15576644,Lin,687,Germany,Female,29.0,4,122134.56,78939.15,1,No,No,1
15750264,Pinto,757,Germany,Male,30.0,6,62972.13,105128.85,2,Yes,Yes,0
15741554,Streeter,746,Spain,Male,31.0,2,174815.54,113836.27,1,Yes,Yes,0
15769051,Shaw,503,Spain,Male,25.0,7,192841.13,0.0,1,Yes,Yes,0
15812198,Chen,543,Germany,Male,48.0,1,33310.72,100900.5,1,No,No,1
15699772,Barclay,428,Germany,Female,40.0,3,72876.43,129248.11,2,No,No,1
15744105,Kodilinyechukwu,768,France,Female,28.0,3,50911.41,109118.05,2,Yes,Yes,0
15739858,Otitodilichukwu,618,France,Male,56.0,7,142400.27,0.0,1,Yes,Yes,1
15723720,McKenzie,591,France,Female,31.0,7,48778.46,0.0,2,Yes,Yes,0
15638355,Woods,658,France,Female,35.0,5,156361.58,126397.66,1,No,No,1
15805637,Hsing,625,France,Male,36.0,9,133807.77,108546.16,3,No,No,1
15629575,Wheare,717,France,Male,36.0,2,179128.69,148061.89,1,No,No,1
15586243,Yobachi,667,France,Male,44.0,8,91810.71,122277.87,1,Yes,Yes,0
15757931,Fang,804,France,Male,24.0,3,173195.33,0.0,2,No,No,0
15716023,Pearson,693,France,Male,31.0,1,182270.88,0.0,2,Yes,Yes,0
15647782,Brown,729,Germany,Male,36.0,8,177130.33,152899.24,2,No,No,0
15716609,L?,484,Germany,Male,54.0,3,49954.79,134388.11,1,No,No,1
15623791,Padovesi,632,Spain,Female,40.0,3,141896.74,109740.62,1,No,No,0
15627262,Soto,536,Germany,Male,23.0,6,120661.71,92366.72,2,No,No,0
15652693,Greco,573,France,Female,26.0,4,149814.68,129109.02,1,No,No,1
15586993,Giordano,655,Spain,Female,56.0,5,41782.7,0.0,2,Yes,Yes,0
15815560,Bogle,666,Germany,Male,74.0,7,46172.47,105102.5,1,Yes,Yes,0
15584930,Grimmett,726,Germany,Male,30.0,5,2704.09,111375.32,2,No,No,0
15799031,Ayers,523,France,Male,39.0,3,6726.53,0.0,2,No,No,0
15810457,Miller,728,Germany,Female,33.0,9,170764.08,150412.14,2,No,No,0
15697879,Webb,701,France,Male,30.0,3,45742.42,156660.72,2,No,No,0
15594902,Lombardi,518,France,Male,38.0,3,162304.59,90957.81,1,Yes,Yes,0
15799710,Wei,739,France,Male,37.0,7,80883.82,104960.46,1,Yes,Yes,0
15659651,Ross,531,Germany,Female,31.0,7,118508.09,117052.82,1,No,No,1
15645956,Jideofor,452,Spain,Male,44.0,3,69697.74,88915.85,1,No,No,0
15651713,King,684,France,Male,45.0,6,183575.01,148071.39,1,No,No,0
15737265,Nwokeocha,728,Germany,Male,39.0,6,161203.6,152182.83,1,No,No,0
15687310,Humphries,783,Spain,Male,39.0,9,143752.77,0.0,2,No,No,0
15607347,Olisaemeka,734,France,Male,22.0,5,121894.31,130056.23,1,No,No,1
15698321,Yobanna,648,Germany,Male,34.0,3,147055.87,95039.73,2,Yes,Yes,0
15657812,Ch'iu,688,France,Male,52.0,1,172033.57,0.0,2,Yes,Yes,0
15569187,Fleming,680,Spain,Male,35.0,9,143774.06,0.0,2,No,No,0
15681562,Trevisan,516,France,Female,43.0,2,139366.58,112773.73,2,Yes,Yes,0
15615456,Aleksandrova,680,France,Female,37.0,10,81776.84,123806.28,1,No,No,1
15589793,Onwuamaeze,604,France,Male,53.0,8,190998.96,144453.75,1,No,No,1
15781884,Knox,624,Germany,Male,27.0,9,4470.52,94667.29,2,Yes,Yes,0
15675190,Chia,623,France,Male,21.0,10,135851.3,0.0,2,Yes,Yes,0
15600734,Townsend,624,Spain,Male,51.0,5,172372.63,174397.21,2,Yes,Yes,0
15779176,Dike,565,Germany,Female,58.0,3,135875.51,108888.24,3,Yes,Yes,1
15605286,Moyes,565,France,Male,55.0,4,128124.7,118803.35,2,Yes,Yes,1
15674922,Beavers,710,France,Male,54.0,6,167023.95,171137.62,1,Yes,Yes,1
15737506,Tretiakova,645,France,Male,42.0,6,149807.01,0.0,1,No,No,0
15780514,Fuller,707,France,Male,33.0,8,54290.62,136678.52,1,No,No,0
15623647,Dellucci,655,Spain,Female,36.0,1,86013.96,135515.76,1,No,No,0
15668472,Ritchie,705,Spain,Female,24.0,5,79886.06,177799.83,2,No,No,0
15692416,Aikenhead,358,Spain,Female,52.0,8,141959.11,143542.36,3,No,No,1
15771139,Douglas,578,Germany,Male,34.0,8,66680.77,147487.23,2,No,No,0
15738318,Kung,800,France,Female,40.0,5,98640.15,97764.41,1,No,No,1
15772243,MacDonald,612,France,Female,33.0,9,142797.5,0.0,1,No,No,1
15638463,Okwudilichukwu,681,Germany,Female,48.0,8,163581.67,139480.18,1,Yes,Yes,0
15598088,Ni,559,Spain,Male,25.0,5,163221.22,0.0,2,Yes,Yes,0
15693468,Simmons,488,Spain,Female,39.0,9,12440.44,140553.46,1,No,No,0
15671930,H?,717,France,Female,36.0,5,145551.6,0.0,2,Yes,Yes,0
15762268,Hancock,666,France,Female,41.0,10,50908.48,141162.08,1,No,No,0
15780954,Cran,582,Spain,Male,26.0,4,30149.21,65848.36,2,No,No,0
15700174,McKay,733,Spain,Female,30.0,0,57769.2,83319.28,1,No,No,0
15635728,P'an,693,France,Male,41.0,4,156381.47,0.0,2,No,No,0
15679283,Parkhill,694,France,Female,33.0,4,178123.86,129731.64,2,No,No,0
15591386,Golubova,622,France,Female,35.0,5,51112.8,0.0,2,No,No,0
15694192,Nwankwo,598,Spain,Female,38.0,6,173783.38,0.0,2,No,No,0
15585901,Johnson,717,Spain,Male,35.0,1,174770.14,0.0,3,No,No,1
15792329,Mao,494,Germany,Male,37.0,5,172063.09,107106.33,2,No,No,0
15635597,Echezonachukwu,644,France,Male,33.0,8,155294.17,0.0,2,Yes,Yes,0
15775880,McElyea,554,France,Female,30.0,9,40320.3,0.0,2,Yes,Yes,0
15630913,Rosas,476,Spain,Female,69.0,1,134260.34,105303.73,1,Yes,Yes,0
15756680,Phillips,667,France,Male,28.0,6,147090.9,165798.1,1,No,No,0
15587913,Palerma,748,Spain,Female,40.0,4,132368.47,0.0,2,No,No,0
15737605,Morris,531,Spain,Female,45.0,1,164741.5,126495.57,2,Yes,Yes,0
15627876,Pavlova,719,Spain,Female,47.0,9,63051.32,116393.59,1,No,No,1
15772601,Lu,845,Germany,Female,41.0,2,199761.29,81733.74,2,No,No,0
15758606,Yamamoto,738,France,Male,54.0,4,55725.04,0.0,1,Yes,Yes,1
15657107,Angelo,563,Spain,Female,46.0,8,163145.5,106171.68,1,No,No,1
15622454,Zaitsev,695,Spain,Male,28.0,0,57992.49,96020.86,1,Yes,Yes,0
15775803,Cawker,841,Spain,Male,41.0,1,193093.77,0.0,2,Yes,Yes,0
15570859,Froggatt,626,Germany,Male,36.0,2,57531.14,181671.16,2,Yes,Yes,0
15748381,Gorbunov,613,France,Female,29.0,6,77242.19,185709.28,2,Yes,Yes,0
15787189,Tai,824,Germany,Male,60.0,8,153046.16,134250.17,3,No,No,1
15666055,Rowe,705,France,Female,49.0,7,63405.2,0.0,1,No,No,1
15617648,Mikkelsen,584,France,Female,44.0,5,106564.88,95671.75,2,Yes,Yes,0
15755678,Kovalyov,534,France,Male,62.0,2,42763.12,0.0,2,No,No,1
15624781,Mbanefo,672,France,Female,34.0,1,168753.34,142151.75,2,Yes,Yes,0
15779497,Ts'ai,603,France,Male,43.0,5,19483.35,127823.93,1,Yes,Yes,0
15567399,Enderby,633,Germany,Male,43.0,3,158646.46,144164.29,1,Yes,Yes,0
15613656,Lombardi,842,France,Male,58.0,1,83172.19,63492.94,1,Yes,Yes,0
15734311,Hamilton,661,France,Female,27.0,3,76889.79,0.0,2,Yes,Yes,0
15657214,Hsia,601,France,Male,74.0,2,51554.58,0.0,2,Yes,Yes,0
15799350,Mao,632,France,Male,41.0,0,105570.39,106134.46,1,Yes,Yes,0
15729970,Ugochukwu,684,Germany,Male,29.0,8,79495.01,127269.75,1,Yes,Yes,0
15725835,West,785,Germany,Female,32.0,3,52583.79,124493.03,2,Yes,Yes,1
15745543,Hughes,687,France,Male,39.0,7,26848.25,0.0,2,No,No,0
15727384,Chukwuemeka,705,Germany,Female,43.0,10,10072.55,146547.78,1,Yes,Yes,1
15666916,Lira,639,France,Male,43.0,6,187296.78,99610.92,2,No,No,0
15732917,Li,729,Germany,Male,46.0,5,104016.61,117837.43,1,No,No,1
15612050,Castiglione,556,Spain,Female,48.0,8,151310.16,168522.37,1,Yes,Yes,0
15726267,Paterson,570,France,Male,32.0,9,62810.91,117337.54,2,Yes,Yes,0
15780124,Blair,841,France,Male,74.0,9,60830.38,108131.53,1,Yes,Yes,0
15742238,Dellucci,705,Germany,Male,35.0,4,116672.02,136496.12,2,No,No,0
15679024,Udinesi,553,France,Male,32.0,3,77304.49,116324.53,1,No,No,0
15715297,Yuan,779,Germany,Female,40.0,2,52894.01,75470.23,1,Yes,Yes,0
15633612,Yuryeva,696,France,Male,28.0,4,116471.43,172646.82,1,Yes,Yes,0
15602929,Wilson,728,Spain,Female,37.0,4,4539.38,0.0,1,No,No,0
15696703,Dean,691,Germany,Male,27.0,3,142367.72,160358.68,2,No,No,0
15756668,Ross,706,France,Male,30.0,3,110520.48,98415.37,1,Yes,Yes,0
15565779,Kent,627,Germany,Female,30.0,6,188258.49,57809.32,1,No,No,0
15795519,Vasiliev,716,Germany,Female,18.0,3,197322.13,128743.8,1,No,No,0
15761477,Golibe,501,Germany,Male,24.0,4,80241.14,130806.42,2,No,No,0
15731890,Chukwukere,601,France,Male,41.0,1,172814.99,123971.16,1,Yes,Yes,0
15633043,Fedorova,545,Spain,Female,39.0,6,38410.74,0.0,1,No,No,1
15752953,Chien,634,France,Male,45.0,9,17622.82,0.0,2,No,No,0
15603088,Rossi,451,Spain,Female,23.0,9,48021.71,0.0,2,Yes,Yes,0
15606613,Samson,655,France,Female,59.0,7,88958.49,0.0,1,No,No,1
15635939,Fenton,458,France,Female,39.0,9,116343.09,0.0,2,No,No,0
15666043,Mackey,520,France,Male,33.0,4,166102.61,156297.58,2,Yes,Yes,0
15746190,Payton,624,Spain,Female,28.0,2,104353.26,0.0,2,Yes,Yes,0
15591357,Cowger,765,France,Male,51.0,3,115429.32,123372.3,1,Yes,Yes,0
15658716,Banks,667,Germany,Female,37.0,5,178106.34,92171.35,3,No,No,1
15679909,Pugliesi,665,Spain,Male,41.0,8,132152.32,0.0,2,No,No,0
15634262,Fantin,709,Germany,Male,34.0,4,21521.38,148375.19,2,Yes,Yes,0
15799825,Bentley,583,France,Female,44.0,8,27431.62,0.0,2,Yes,Yes,0
15756875,Freeman,782,Spain,Male,34.0,6,42143.61,147422.44,1,Yes,Yes,0
